科室,指标编码,指标名称,年份,月份,数值,指标单位
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,8,17.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,9,19.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,10,24.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,11,23.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,12,28.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,1,29.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,2,25.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,3,21.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,4,19.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,5,20.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,6,18.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,7,20.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,8,22.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,9,24.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,10,25.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,11,28.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,12,25.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,1,29.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,2,27.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,3,26.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,4,22.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,5,20.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,6,18.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,7,21.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,8,20.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,9,22.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,10,28.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,11,27.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,12,31.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,1,29.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,2,30.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,3,26.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,4,23.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,5,23.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,6,20.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,7,20.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,8,22.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,9,27.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,10,29.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,11,30.0,人次
眼科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,12,33.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,1,19.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,2,20.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,3,19.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,4,15.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,5,15.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,6,15.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,7,14.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,8,14.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,9,18.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,10,18.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,11,22.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,12,20.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,1,21.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,2,20.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,3,19.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,4,16.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,5,15.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,6,15.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,7,16.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,8,17.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,9,18.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,10,19.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,11,24.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,12,21.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,1,24.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,2,22.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,3,20.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,4,18.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,5,16.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,6,15.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,7,16.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,8,20.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,9,21.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,10,20.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,11,24.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,12,23.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,1,26.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,2,25.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,3,21.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,4,19.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,5,18.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,6,18.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,7,16.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,8,21.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,9,21.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,10,23.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,11,25.0,人次
眼科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,12,25.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,1,10.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,2,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,3,10.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,4,8.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,5,7.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,6,8.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,7,8.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,8,8.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,9,10.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,10,10.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,11,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,12,11.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,1,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,2,11.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,3,10.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,4,8.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,5,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,6,7.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,7,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,8,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,9,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,10,11.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,11,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,12,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,1,13.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,2,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,3,10.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,4,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,5,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,6,8.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,7,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,8,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,9,11.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,10,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,11,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,12,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,1,13.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,2,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,3,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,4,10.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,5,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,6,8.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,7,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,8,9.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,9,12.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,10,13.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,11,14.0,人次
眼科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,12,13.0,人次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,1,67.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,2,68.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,3,59.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,4,57.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,5,56.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,6,48.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,7,51.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,8,62.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,9,64.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,10,64.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,11,80.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2022,12,76.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,1,81.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,2,74.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,3,67.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,4,54.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,5,58.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,6,52.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,7,51.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,8,61.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,9,70.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,10,70.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,11,84.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2023,12,83.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,1,92.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,2,77.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,3,78.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,4,69.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,5,64.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,6,63.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,7,59.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,8,68.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,9,76.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,10,84.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,11,89.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2024,12,79.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,1,98.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,2,88.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,3,69.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,4,67.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,5,62.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,6,64.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,7,66.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,8,73.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,9,75.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,10,82.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,11,84.0,台次
眼科,tm_of_srv_oper_inp,服务住院手术台次,2025,12,86.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,1,29.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,2,25.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,3,25.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,4,21.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,5,22.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,6,18.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,7,21.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,8,20.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,9,25.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,10,28.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,11,28.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2022,12,27.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,1,29.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,2,28.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,3,28.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,4,22.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,5,22.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,6,19.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,7,21.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,8,23.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,9,25.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,10,31.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,11,29.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2023,12,30.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,1,33.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,2,30.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,3,26.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,4,23.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,5,23.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,6,21.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,7,25.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,8,26.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,9,30.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,10,32.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,11,35.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2024,12,34.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,1,37.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,2,35.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,3,28.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,4,24.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,5,22.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,6,24.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,7,23.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,8,24.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,9,28.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,10,32.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,11,31.0,台次
眼科,tm_of_srv_oper_outp,服务门诊手术台次,2025,12,36.0,台次
耳鼻喉科,nb_of_outp,门诊人次,2022,1,5422.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,2,4692.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,3,5100.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,4,4314.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,5,4177.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,6,3524.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,7,4106.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,8,4073.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,9,4986.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,10,4666.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,11,5261.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2022,12,6148.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,1,6342.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,2,5628.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,3,4807.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,4,4651.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,5,4278.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,6,3701.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,7,4054.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,8,4407.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,9,5323.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,10,5643.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,11,5462.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2023,12,5914.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,1,6687.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,2,6313.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,3,5335.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,4,5066.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,5,4614.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,6,3978.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,7,4635.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,8,4674.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,9,5620.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,10,5567.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,11,5745.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2024,12,5800.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,1,6199.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,2,6457.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,3,5484.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,4,5449.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,5,4201.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,6,4760.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,7,4781.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,8,5431.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,9,5967.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,10,6512.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,11,7040.0,人次
耳鼻喉科,nb_of_outp,门诊人次,2025,12,7011.0,人次
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,1,15.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,2,15.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,3,13.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,4,12.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,5,12.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,6,10.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,7,12.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,8,14.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,9,14.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,10,15.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,11,15.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2022,12,17.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,1,19.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,2,15.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,3,15.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,4,13.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,5,13.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,6,13.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,7,12.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,8,14.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,9,14.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,10,17.0,床日
耳鼻喉科,daily_inp_wkl_per_med_prac,每名执业医师日均住院工作负担,2023,11,16.0,床日
